1990,sales (MwH),revenue ($1000)
"Jackson Electric Member Corp",1642031.0,120734.0
"Jacksonville Electric Auth",8124284.0,542576.0
"James River-NH Electric Inc",325980.0,8985.0
"Jamestown City of",413230.0,14062.0
"Jellico City of",41269.0,2548.0
"Jersey Central Power&Light Co",16890397.0,1697875.0
"Jewell-Mitchell Coop Elec Inc",44847.0,4393.0
"Jewett City City of",18021.0,1814.0
"Johnson City City of",1363359.0,72187.0
"Kankakee Valley Rural E M C",151456.0,13122.0
"Kanosh Town of",2116.0,139.0
"Kansas City City of",2099302.0,107379.0
"Kansas City Power & Light Co",11052269.0,776501.0
"Kansas Gas & Electric Co",7488497.0,554659.0
"Kansas Power & Light Co",7617947.0,392401.0
"Kentucky Power Co",5716626.0,251857.0
"Kentucky Utilities Co",11720950.0,483557.0
"Kingsport Power Co",1680026.0,70992.0
"Klukwan Indian Village",1121.0,66.0
"Knoxville City of",4412603.0,246477.0
"Kodiak Electric Assn Inc",110409.0,15817.0
"Laclede Electric Coop Inc",360700.0,23328.0
"Lake Park City of",7557.0,369.0
"Lake Region Coop Elec Assn",241657.0,15787.0
"Lamar County Elec Coop Assn",92351.0,9189.0
"Lee County Electric Coop Inc",1823170.0,146656.0
"Lenoir City City of",914301.0,53376.0
"Lewes City of",47055.0,3733.0
"Lewisburg City of",243595.0,13560.0
"Lincoln City of",2083488.0,99541.0
"Lingle Town of",2563.0,183.0
"Linn County Rural El Coop Assn",156180.0,12613.0
"Littleton City of",50456.0,4346.0
"Logan City of",270115.0,18610.0
"Long Island Lighting Co",15818638.0,2165674.0
"Longmont City of",399478.0,20075.0
"Los Angeles City of",21435642.0,1772912.0
"Louisiana Power & Light Co",26785459.0,1430545.0
"Louisville Gas & Electric Co",9594538.0,497375.0
"Loup River Public Power Dist",427626.0,19767.0
"Loveland City of",369259.0,19330.0
"Lower Valley Power & Light Inc",360489.0,18056.0
"Lucama Town of",13057.0,1584.0
"Lyndonville Village of",59756.0,4777.0
"Madison Gas & Electric Co",2373089.0,145597.0
"Manitou City of",929.0,63.0
"Marietta City of",768088.0,62850.0
"Marshall-De Kalb Electric Coop",324455.0,19452.0
"Massachusetts Electric Co",15246918.0,1348023.0
"Matanuska Electric Assn Inc",396597.0,38412.0
"Matinicus Plantation Elec Co",177.0,54.0
"Maui Electric Co Ltd",835691.0,101002.0
"Mazomanie Village of",9986.0,543.0
"McKenzie Electric Coop Inc",290414.0,17381.0
"McLaughlin City of",6924.0,241.0
"McLeansboro City of",17402.0,1426.0
"McMinnville City of",477616.0,11951.0
"Mecklenburg Electric Coop Inc",309778.0,23988.0
"Memphis City of",11451827.0,624622.0
"Meriwether Lewis Electric Coop",562480.0,32784.0
"Mesa City of",297334.0,21913.0
"Metropolitan Edison Co",9799911.0,718027.0
"Middle Tennessee E M C",2288043.0,123127.0
"Middletown Town of",23961.0,2233.0
"Mille Lacs Electric Coop",84080.0,7728.0
"Minnesota Power & Light Co",8773782.0,353957.0
"Mississippi Power & Light Co",9449259.0,724582.0
"Mississippi Power Co",6987330.0,330439.0
"Modesto Irrigation District",1711958.0,116408.0
"Monongahela Power Co",9260565.0,441853.0
"Montana Power Co",6920208.0,313653.0
"Montana-Dakota Utilities Co",1685890.0,109440.0
"Moon Lake Electric Assn Inc",393257.0,25105.0
"Moore Haven City of",12707.0,1112.0
"Mt Wheeler Power Inc",161944.0,11081.0
"Murfreesboro City of",775751.0,41228.0
"Narragansett Electric Co",4585511.0,451996.0
"Nashville City of",9912965.0,538097.0
"Navopache Electric Coop Inc",241907.0,24252.0
"Nebraska Public Power District",2492163.0,140497.0
"Needles City of",55892.0,4532.0
"Nevada Power Co",9551980.0,538774.0
"New Bremen Village of",51269.0,2405.0
"New Orleans Public Service Inc",5243486.0,374434.0
"New York State Elec & Gas Corp",13107115.0,1214094.0
"Newark City of",257576.0,19242.0
"Newport Electric Corp",548552.0,57792.0
"Niagara Mohawk Power Corp",33352294.0,2619900.0
"Nixa City of",38281.0,1519.0
"Nodak Rural Electric Coop Inc",466445.0,23689.0
"Nodaway Worth Elec Coop Inc",35301.0,2722.0
"Norris Public Power District",385023.0,20040.0
"North Georgia Elec Member Corp",1677662.0,90125.0
"North Little Rock City of",772833.0,60219.0
"North Platte City of",205672.0,10228.0
"Northeast Oklahoma El Coop Inc",323597.0,22157.0
"Northern Electric Coop Inc",117805.0,7088.0
"Northern Indiana Pub Serv Co",12952488.0,881433.0
"Northern Lights Inc",241089.0,11782.0
"Northern States Power Co",31191754.0,1708465.0
"Northern Virginia Elec Coop",1505058.0,119759.0
"Northwestern Public Service Co",936368.0,64860.0
"Norwich City of",265214.0,24613.0
"Nushagak Electric Coop Inc",14993.0,2637.0
"Oak City Town of",2612.0,150.0
"Oakley City of",13803.0,985.0
"Oconee Electric Member Corp",193619.0,13046.0
"Oglesby City of",78640.0,3511.0
"Ohio Edison Co",20595205.0,1833311.0
"Ohio Power Co",28373233.0,1216311.0
"Ohio Valley Electric Corp",14712627.0,261113.0
"Oklahoma Gas & Electric Co",18592973.0,1114039.0
"Oliver-Mercer Elec Coop Inc",170296.0,11023.0
"Omaha Public Power District",6705524.0,373492.0
"Orange & Rockland Utils Inc",2954167.0,313436.0
"Oregon Trails",623062.0,30859.0
"Otter Tail Power Co",2942984.0,164681.0
"Ozarks Electric Coop Corp",452664.0,30913.0
"PUD No 1 of Chelan County",1166006.0,22553.0
"PUD No 1 of Clark County",3122252.0,112764.0
"PUD No 1 of Cowlitz County",4217150.0,103679.0
"PUD No 1 of Douglas County",592413.0,8564.0
"PUD No 1 of Snohomish County",5631998.0,219104.0
"Pacific Gas & Electric Co",71039591.0,7204328.0
"Pacificorp dba Pacific Pwr & L",40079647.0,1839726.0
"Pascoag Fire District",31722.0,3967.0
"Pella Coop Elec Assn",34100.0,2726.0
"Pemberton Borough of",6197.0,581.0
"Pender City of",10868.0,528.0
"Pennsylvania Electric Co",11709612.0,769780.0
"Pennsylvania Power & Light Co",27789210.0,2052985.0
"Philadelphia Electric Co",32077573.0,3305438.0
"Pioneer Electric Coop Inc",185471.0,17803.0
"Plaquemine City of",75188.0,5768.0
"Polk-Burnett Electric Coop",130065.0,10221.0
"Portland General Electric Co",15860171.0,744051.0
"Potomac Edison Co",3494928.0,195328.0
"Potomac Electric Power Co",22687463.0,1445874.0
"Power Authority of State of NY",13291801.0,722790.0
"Prairie Power Coop Inc",9698.0,740.0
"Prescott City of",76712.0,5247.0
"Public Serv Comm of Yazoo City",91848.0,5848.0
"Public Service Co of Colorado",18904930.0,1108623.0
"Public Service Co of IN Inc",19474089.0,911673.0
"Public Service Co of NH",6083773.0,575717.0
"Public Service Co of NM",5190047.0,448899.0
"Public Service Co of Oklahoma",13274786.0,624928.0
"Public Service Electric&Gas Co",37732773.0,3432177.0
"Puget Sound Power & Light Co",18503430.0,926916.0
"Raft River Rural Elec Coop Inc",126577.0,5183.0
"Randolph Electric Member Corp",297243.0,28482.0
"Rappahannock Electric Coop",1618928.0,93687.0
"Richlands Town of",58933.0,3047.0
"Ripley City of",238075.0,12437.0
"Riverton Valley Elec Assn Inc",254415.0,13074.0
"Rochester City of",881754.0,59170.0
"Rochester Gas & Electric Corp",6447378.0,604884.0
"Rock Hill City of",472207.0,36983.0
"Rockland Electric Co",1216902.0,127059.0
"Rosebud Electric Coop Inc",74189.0,3524.0
"Runestone Electric Assn",137806.0,9143.0
"Safford City of",39267.0,3659.0
"Salt River Proj Ag I & P Dist",14662477.0,1056367.0
"San Antonio City of",11797213.0,663908.0
"San Diego Gas & Electric Co",14170854.0,1313527.0
"San Marcos City of",295481.0,18038.0
"Savannah Electric & Power Co",3053308.0,186684.0
"Schuyler City of",83054.0,3164.0
"Scotland Neck Town of",29741.0,2861.0
"Seattle City of",8966417.0,283289.0
"Sebring Utilities Comm",160115.0,17135.0
"Sevier County",762957.0,44808.0
"Seward City of",44252.0,4579.0
"Shasta Dam Area Pub Util Dist",59763.0,3780.0
"Sheffield City of",391290.0,23215.0
"Sheridan Electric Coop Inc",78968.0,5533.0
"Shullsburg City of",8753.0,481.0
"Sierra Electric Coop Inc",18633.0,2336.0
"Sierra Pacific Power Co",5187215.0,331470.0
"Silver Springs Village of",4099.0,184.0
"Singing River Elec Power Assn",762554.0,51588.0
"Sioux Valley Empire E A Inc",221803.0,16184.0
"Sitka City of & Borough of",85682.0,6744.0
"Snapping Shoals El Member Corp",579452.0,46232.0
"South Carolina Electric&Gas Co",14768622.0,822735.0
"South Carolina Pub Serv Auth",7476534.0,298241.0
"South Plains Electric Coop Inc",365661.0,23084.0
"South River Borough of",41464.0,4242.0
"South Whitley Town of",16537.0,925.0
"Southeastern IL Elec Coop Inc",543335.0,34100.0
"Southern California Edison Co",68615234.0,7040502.0
"Southern Indiana Gas & Elec Co",4073664.0,210954.0
"Southern Maryland El Coop Inc",1980451.0,140779.0
"Southern Nebraska Rural P P D",396125.0,20017.0
"Southern Pine Elec Power Assn",1145553.0,69994.0
"Southside Electric Coop Inc",449551.0,38376.0
"Southwest Tennessee E M C",712716.0,42738.0
"Southwestern Electric Coop Inc",343728.0,18182.0
"Southwestern Electric Power Co",6705888.0,364707.0
"Southwestern Public Service Co",2701879.0,128001.0
"Sparta City of",85450.0,4871.0
"Spring Grove City of",11463.0,692.0
"Springfield City of",3552799.0,180273.0
"St George City of",281451.0,15027.0
"St Joseph Light & Power Co",1393790.0,72199.0
"Starkville City of",297723.0,16448.0
"Strawberry Electric Serv Dist",31522.0,2360.0
"Summerhill Borough of",2754.0,190.0
"Swanton Village of",49354.0,4367.0
"Tacoma City of",5568661.0,162784.0
"Tampa Electric Co",13454715.0,906390.0
"Tapoco Inc",1647964.0,11068.0
"Tarrant City City of",81827.0,5347.0
"Templeton City of",70656.0,7260.0
"Tennessee Valley Authority",19284664.0,775541.0
"Texas Utilities Electric Co",78057617.0,4591962.0
"Texas-New Mexico Power Co",6412654.0,432816.0
"Thurmont Municipal Light Co",49364.0,1307.0
"Todd-Wadena Electric Coop",109512.0,7544.0
"Toledo Edison Co",7749514.0,693966.0
"Tombigbee Electric Coop Inc",87382.0,6397.0
"Tombigbee Electric Power Assn",655814.0,38990.0
"Tongass Power & Light Co",899.0,57.0
"Tri-County Elec Member Corp",417053.0,25218.0
"Tri-County Electric Assn Inc",966258.0,54404.0
"Tucson Electric Power Co",6136988.0,505642.0
"U S Bureau of Indian Affairs",233583.0,10538.0
"UGI Corp",823429.0,61800.0
"Unalaska City of",18228.0,3018.0
"Union City City of",338439.0,16220.0
"Union Electric Co",26347809.0,1752971.0
"Union Light Heat & Power Co",2767726.0,150550.0
"United Illuminating Co",5235408.0,578823.0
"Upper Cumberland E M C",661573.0,39717.0
"Upper Peninsula Power Co",663404.0,50834.0
"UtiliCorp United Inc",3715823.0,250189.0
"Verendrye Electric Coop Inc",232060.0,12670.0
"Vernon City of",1011057.0,55240.0
"Vineland City of",411660.0,35680.0
"Virginia Electric & Power Co",54641346.0,3457911.0
"Volunteer Electric Coop",1293474.0,78637.0
"Wadena City of",50344.0,2097.0
"Wakefield City of",12477.0,650.0
"Wallingford Town of",511221.0,40651.0
"Walton Electric Member Corp",1050786.0,79021.0
"Washington Water Power Co",6488350.0,308715.0
"Washington-St Tammany E C Inc",483714.0,37915.0
"Waynetown City of",4673.0,249.0
"Wells Rural Electric Co",339020.0,12513.0
"West Penn Power Co",15460853.0,770607.0
"West Plains Electric Coop Inc",203715.0,14394.0
"Western Area Power Admin",5403792.0,73999.0
"Western Massachusetts Elec Co",3659253.0,385413.0
"Wheatland Electric Coop Inc",412.0,48.0
"Willwood Light & Power Co",914.0,31.0
"Wilson City of",833636.0,66333.0
"Winfield City of",213830.0,11795.0
"Winnsboro Town of",68680.0,4466.0
"Wisconsin Electric Power Co",19768543.0,1090171.0
"Wisconsin Power & Light Co",7359349.0,392736.0
"Wisconsin Public Service Corp",7388034.0,397316.0
"Woodsville City of",17142.0,1027.0
"Yadkin Inc",1830998.0,25291.0
"Yale City of",8416.0,584.0
,,
,,
,,
1992,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",657537.0,41668.0
"Akron City of",9571.0,511.0
"Alabama Power Co",39136209.0,2248521.0
"Alaska Electric Light&Power Co",267428.0,20479.0
"Alaska Village Elec Coop Inc",40251.0,15506.0
"Albany Water Gas & Light Comm",832353.0,55511.0
"Alcorn County Elec Power Assn",572807.0,28676.0
"Allamakee-Clayton El Coop Inc",114136.0,8412.0
"Altamaha Electric Member Corp",218331.0,18493.0
"Anchorage City of",791558.0,65210.0
"Anderson City of",585376.0,35869.0
"Anoka Electric Coop",965819.0,71417.0
"Appalachian Electric Coop",636510.0,38054.0
"Appalachian Power Co",23761019.0,1141500.0
"Arapahoe City of",7287.0,605.0
"Arcanum City of",18234.0,1120.0
"Arizona Public Service Co",16034731.0,1480928.0
"Arkansas Power & Light Co",14525925.0,1099943.0
"Associated Electric Coop Inc",1273334.0,44802.0
"Athens City of",490710.0,25555.0
"Atlanta Power Co Inc",175.0,46.0
"Austin City of",6682494.0,416227.0
"Baker Electric Coop Inc",120686.0,8444.0
"Baltimore Gas & Electric Co",25307432.0,1884598.0
"Bamberg City of",36264.0,2198.0
"Bangor Hydro-Electric Co",1574623.0,160542.0
"Barbourville City of",73728.0,3788.0
"Beauregard Electric Coop Inc",403449.0,33790.0
"Benton City of",127644.0,12107.0
"Berkeley Electric Coop Inc",872940.0,63634.0
"Biwabik City of",6069.0,343.0
"Black Hills Corp",1252172.0,78645.0
"Blackstone Valley Electric Co",1226938.0,132686.0
"Blaine City of",58521.0,2539.0
"Block Island Power Co",6530.0,1839.0
"Blue Ridge Elec Member Corp",614970.0,52716.0
"Blue Ridge Electric Coop Inc",516074.0,45045.0
"Bluffton City of",144815.0,7430.0
"Bonneville Power Admin",24596193.0,447738.0
"Boston Edison Co",12597606.0,1199023.0
"Bowling Green City of",612344.0,35593.0
"Bristol City of",742765.0,40470.0
"Brookings City of",164940.0,7102.0
"Burke City of",5727.0,289.0
"Burlington City of",317598.0,31873.0
"Cambridge Electric Light Co",1298310.0,102222.0
"Caney Valley El Coop Assn Inc",46627.0,5085.0
"Carbon Power & Light Inc",74853.0,5424.0
"Carolina Power & Light Co",32896616.0,2229279.0
"Cascade Locks City of",17336.0,802.0
"Cass County Electric Coop Inc",375661.0,19460.0
"Cedar Falls City of",285553.0,12815.0
"Centel Corp",1148137.0,72696.0
"Central Hudson Gas & Elec Corp",4840130.0,400262.0
"Central Louisiana Elec Co Inc",5863212.0,329353.0
"Central Maine Power Co",9062978.0,801843.0
"Central Power & Light Co",15803036.0,1047345.0
"Central Vermont Pub Serv Corp",1978337.0,198250.0
"Central Virginia Electric Coop",353276.0,24344.0
"Charles Mix Electric Assn Inc",31504.0,2561.0
"Chattanooga City of",4847294.0,256464.0
"Chester Town of",4242.0,615.0
"Cheyenne Light Fuel & Power Co",683548.0,33059.0
"Chugach Electric Assn Inc",932853.0,75669.0
"Cincinnati Gas & Electric Co",16436310.0,952267.0
"Citizens Utilities Co",584724.0,65182.0
"Clarksville City of",748804.0,42350.0
"Clay Electric Coop Inc",1615898.0,130823.0
"Clay-Union Electric Corp",42670.0,3657.0
"Cleveland City of",828385.0,43283.0
"Cleveland Electric Illum Co",18712818.0,1620518.0
"Coast Electric Power Assn",731130.0,51105.0
"Cobb Electric Membership Corp",1604745.0,144092.0
"Cody City of",63087.0,3038.0
"College Park City of",229794.0,15081.0
"Colorado Springs City of",2947452.0,145402.0
"Columbus City of",1005632.0,53281.0
"Columbus Electric Coop Inc",243606.0,14557.0
"Columbus Southern Power Co",13264342.0,768176.0
"Commonwealth Edison Co",71065816.0,5874997.0
"Commonwealth Electric Co",3206035.0,381927.0
"Concord Electric Co",424855.0,43353.0
"Connecticut Light & Power Co",20365822.0,2012027.0
"Consolidated Edison Co-NY Inc",35119289.0,4488976.0
"Consolidated Water Power Co",1140251.0,33544.0
"Consumers Power Co",29427790.0,1777089.0
"Continental Divide El Coop Inc",190647.0,18356.0
"Conway Corp",415511.0,22710.0
"Cookeville City of",417607.0,22688.0
"Cordell City of",19487.0,1421.0
"Cornhusker Public Power Dist",163842.0,9432.0
"Cotton Electric Coop Inc",401933.0,27711.0
"Craig-Botetourt Electric Coop",51816.0,4821.0
"Crescent Electric Member Corp",639316.0,50247.0
"Crow Wing Coop Power&Light Co",254147.0,18710.0
"Cuivre River Electric Coop Inc",458287.0,32537.0
"Cumberland Elec Member Corp",1223388.0,72092.0
"Dakota Electric Assn",949672.0,72031.0
"Dalton City of",1012369.0,43533.0
"Danville City of",733801.0,38668.0
"Dawson County Public Pwr Dist",216645.0,10949.0
"Dayton Power & Light Co",12408823.0,764939.0
"Decatur City of",1362050.0,58346.0
"Delaware Electric Coop Inc",537723.0,48117.0
"Delmarva Power & Light Co",9244660.0,621711.0
"Delta City of",32988.0,2487.0
"Detroit Edison Co",39307328.0,3365419.0
"Dixie Electric Power Assn",449145.0,31940.0
"Dixie Escalante R E A Inc",99751.0,5676.0
"Dothan City of",903984.0,50139.0
"Drain City of",15314.0,712.0
"Duck River Elec Member Corp",924162.0,57472.0
"Duke Power Co",60873871.0,3474585.0
"Durant City of",19654.0,1309.0
"East Central Electric Assn",427592.0,30985.0
"Eastern Iowa Light&Power Coop",261265.0,23311.0
"Eastern Maine Electric Coop",97026.0,10043.0
"El Paso Electric Co",4859666.0,411543.0
"Electric Energy Inc",13583704.0,244737.0
"Elizabethton City of",465590.0,26514.0
"Elk Power Co",15064.0,1031.0
"Elkhorn Public Service Co",2597.0,156.0
"Ellaville City of",12141.0,1043.0
"Ellinwood City of",12523.0,1006.0
"Empire District Electric Co",2366245.0,117588.0
"Enosburg Falls Village of",7589.0,1557.0
"Eugene City of",2271380.0,83263.0
"Exeter & Hampton Electric Co",456717.0,46394.0
"Fairbanks City of",147070.0,14957.0
"Fairbury City of",59537.0,2795.0
"Fall River Rural Elec Coop Inc",111228.0,6495.0
"Farmers Mutual Power Assn",1056.0,37.0
"Farmington City of",514261.0,38611.0
"Farmington River Power Co",27720.0,511.0
"Fayetteville Public Works Comm",1613182.0,108358.0
"First Electric Coop Corp",927603.0,60315.0
"Fitchburg Gas & Elec Light Co",379173.0,38857.0
"Florence City of",917069.0,54270.0
"Florida Power & Light Co",66380639.0,4808269.0
"Florida Power Corp",25414014.0,1575592.0
"Foley City of (Riviera Utils)",437054.0,31171.0
"Four County Elec Member Corp",344986.0,30815.0
"Fox Islands Electric Coop Inc",6451.0,1233.0
"Frankfort City of",541662.0,21943.0
"Franklin Electric Coop",151460.0,10706.0
"Freeport Village of Inc",230937.0,15414.0
"Fremont City of",275636.0,12621.0
"Fulton City of",55922.0,3199.0
"Gallup City of",164509.0,13745.0
"Garland City of",1665962.0,99040.0
"Georgia Power Co",55614243.0,3537435.0
"Gibson County Elec Member Corp",595665.0,35816.0
"Glidden Rural Electric Coop",30513.0,2601.0
"Golden Valley Elec Assn Inc",499767.0,45006.0
"Goldenwest Electric Coop Inc",6358.0,572.0
"Goldsboro Borough of",3288.0,311.0
"Granbury City of",54793.0,3513.0
"Grand Island City of",451658.0,21868.0
"Granite State Electric Co",644592.0,57074.0
"Green Mountain Power Corp",1641957.0,125696.0
"Green River Electric Corp",4197855.0,143670.0
"Greeneville City of",838677.0,43094.0
"Greenville Utilities Comm",1027166.0,86617.0
"Greenwood Utilities Comm",249981.0,14601.0
"Gueydan Town of",12880.0,1116.0
"Gulf States Utilities Co",27436817.0,1655572.0
"Hagerstown City of",288508.0,15441.0
"Hastings City of",241370.0,11501.0
"Hawaii Electric Light Co Inc",788701.0,104213.0
"Hawaiian Electric Co Inc",6650449.0,564574.0
"Henderson-Union Rural E C C",3346536.0,113138.0
"Highline Electric Assn",173509.0,11992.0
"Hogansville City of",17049.0,1469.0
"Holland City of",624509.0,35465.0
"Holy Cross Electric Assn Inc",602590.0,42307.0
"Homer Electric Assn Inc",393394.0,35212.0
"Hopkinsville City of",375217.0,18962.0
"Houlton Water Co",84426.0,7105.0
"Houston Lighting & Power Co",59376420.0,3676574.0
